Frequency,key size,data self life,migration,vendor supply time,Algo,App_type,Application,Data Sensisitivity,arch flexibility,data trans(algo),is third party quantum safe,third party used,vendor pqc compliant
6576,234,9,2,5,RSA,web,B,HIGH,NO,RSA,,NO,NO
98055,1024,7,3,6,RSA,STANDALONE,D,MEDIUM,NO,RSA,YES,YES,NO
978242,4,7,3,9,DES,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,NO
123473,2554,10,2,8,RSA,web,A,LOW,YES,RSA,,NO,YES
746656,0,7,3,3,AES,web,C,HIGH,,RSA,,NO,NO
2774608,0,9,2,9,ECDHE,MIX,C,HIGH,YES,RSA,YES,YES,
1577,2048,9,2,9,RSA,web,D,HIGH,YES,RSA,,YES,NO
2524,0,9,2,6,DES,web,B,HIGH,NO,RSA,,NO,YES
115380,206,8,2,6,AES,web,D,LOW,YES,RSA,,NO,
106731,14,9,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
240227,4096,9,2,12,RSA,MIX,C,HIGH,YES,RSA,,YES,YES
2813,0,9,2,6,RSA,web,D,HIGH,NO,RSA,NO,NO,NO
104434,173,8,2,6,AES,web,A,HIGH,,RSA,NO,NO,YES
99459,2790,7,2,9,RSA,MIX,C,LOW,,RSA,,NO,NO
101726,0,8,3,6,DES,MIX,B,LOW,NO,RSA,NO,YES,NO
77,1024,9,2,6,AES,STANDALONE,A,LOW,YES,RSA,NO,NO,NO
4066,2048,10,2,9,RSA,web,A,LOW,YES,RSA,,YES,YES
99214,0,9,3,6,ECDHE,MIX,C,LOW,NO,RSA,NO,YES,NO
55019,0,8,2,6,AES,MIX,A,LOW,YES,RSA,NO,YES,NO
930,0,10,1,6,RSA,MIX,A,HIGH,YES,RSA,,NO,YES
959711,150,7,2,6,AES,web,C,MEDIUM,,RSA,,NO,
295020,2048,10,2,12,RSA,web,A,LOW,YES,RSA,NO,YES,YES
2380,2658,7,3,1,RSA,web,D,LOW,,RSA,NO,YES,YES
601480,0,9,3,2,ECDHE,STANDALONE,D,HIGH,YES,RSA,YES,YES,NO
490,0,10,1,1,AES,web,A,HIGH,,RSA,,NO,YES
96031,1622,10,3,11,RSA,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
824,0,9,1,1,DES,web,D,HIGH,NO,RSA,,YES,NO
116592,0,9,1,8,AES,web,A,HIGH,YES,RSA,YES,NO,
98925,2048,9,1,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
942918,91,9,2,9,ECDHE,web,D,MEDIUM,YES,RSA,NO,NO,NO
4062,933,8,2,9,AES,web,D,HIGH,,RSA,YES,YES,NO
3427875,256,8,2,9,RSA,STANDALONE,C,MEDIUM,YES,RSA,,NO,
967258,1713,7,2,9,RSA,STANDALONE,C,HIGH,YES,RSA,NO,NO,NO
123476,258,8,2,9,ECDHE,web,D,MEDIUM,YES,RSA,,YES,
99459,0,10,1,6,ECDHE,MIX,B,HIGH,YES,RSA,,NO,YES
9912817,130,9,2,9,RSA,STANDALONE,A,MEDIUM,YES,RSA,NO,NO,NO
2338,754,9,1,6,RSA,web,A,LOW,NO,RSA,NO,NO,NO
99006,0,10,1,6,AES,web,B,HIGH,,RSA,,NO,YES
2550,188,8,1,1,AES,MIX,A,HIGH,NO,RSA,,NO,NO
123458,1024,8,2,1,AES,web,D,HIGH,,RSA,,NO,NO
9499,0,8,3,10,DES,STANDALONE,C,LOW,NO,RSA,YES,YES,NO
9934809,210,7,3,6,RSA,MIX,C,MEDIUM,,RSA,YES,YES,NO
3853,1246,8,1,1,AES,web,A,HIGH,NO,RSA,,NO,NO
103156,115,9,2,1,AES,web,A,HIGH,,RSA,,NO,NO
3980,4096,10,2,9,RSA,STANDALONE,B,LOW,NO,RSA,,NO,NO
4171074,239,9,2,3,AES,web,D,HIGH,YES,RSA,YES,YES,YES
663955,468,7,3,11,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
111708,0,8,2,9,ECDHE,MIX,C,MEDIUM,YES,RSA,NO,YES,NO
381,2048,9,2,7,RSA,web,A,LOW,NO,RSA,NO,YES,YES
9902605,0,8,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
90647,1024,9,1,9,RSA,MIX,B,HIGH,YES,RSA,,NO,NO
30382,256,9,2,9,ECDHE,MIX,B,LOW,YES,RSA,YES,YES,NO
587825,0,8,3,6,RSA,MIX,C,MEDIUM,,RSA,YES,YES,NO
9435,236,8,2,12,RSA,STANDALONE,C,HIGH,NO,RSA,,YES,NO
123458,1024,10,2,12,ECDHE,web,D,LOW,YES,RSA,NO,YES,
77861,1024,8,3,6,AES,STANDALONE,D,HIGH,,RSA,YES,YES,NO
43375,256,8,2,1,AES,web,D,HIGH,,RSA,,NO,NO
92620,0,10,1,12,ECDHE,web,B,MEDIUM,YES,RSA,YES,YES,YES
120563,0,8,1,1,AES,web,D,HIGH,,RSA,,NO,NO
64887,0,10,2,12,ECDHE,MIX,A,MEDIUM,NO,RSA,,YES,YES
10000000,46,7,2,6,ECDHE,web,D,LOW,YES,RSA,,YES,
3182,2048,9,2,1,RSA,web,A,HIGH,NO,RSA,,NO,NO
5801952,462,8,3,1,RSA,MIX,D,MEDIUM,YES,RSA,,YES,NO
2058,0,8,1,9,AES,MIX,B,HIGH,NO,RSA,NO,YES,NO
89175,0,10,1,6,ECDHE,web,B,HIGH,NO,RSA,,NO,NO
882973,251,8,2,7,ECDHE,MIX,C,LOW,,RSA,NO,YES,
2538,2048,8,2,12,RSA,MIX,C,HIGH,NO,RSA,YES,YES,
9889828,0,7,3,10,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3151,3528,8,3,9,RSA,STANDALONE,C,MEDIUM,NO,RSA,NO,YES,NO
99351,1024,8,1,6,RSA,web,B,HIGH,YES,RSA,,YES,NO
4152,2048,8,3,7,RSA,web,C,HIGH,,RSA,,NO,NO
1370,0,9,2,7,ECDHE,STANDALONE,B,LOW,NO,RSA,,YES,NO
320,1024,8,2,12,AES,MIX,B,LOW,YES,RSA,NO,YES,NO
3640,0,9,2,9,ECDHE,MIX,B,LOW,NO,RSA,,YES,NO
9894377,0,7,2,6,ECDHE,web,D,HIGH,,RSA,NO,YES,NO
88813,1268,7,3,5,RSA,web,D,LOW,,RSA,,NO,NO
96464,90,9,2,9,ECDHE,MIX,A,HIGH,YES,RSA,NO,YES,YES
1601,1984,9,2,9,RSA,web,B,LOW,YES,RSA,,NO,NO
13173,2980,8,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,YES
123476,1024,7,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
33922,2048,8,2,9,AES,STANDALONE,D,HIGH,YES,RSA,,YES,
123473,1024,9,3,6,RSA,web,A,HIGH,YES,RSA,NO,YES,
1304,2048,9,2,9,RSA,MIX,A,LOW,YES,RSA,NO,NO,YES
640616,2048,9,2,9,RSA,web,C,HIGH,YES,RSA,NO,NO,YES
105945,0,8,2,9,ECDHE,MIX,A,LOW,YES,RSA,NO,YES,NO
123476,0,8,2,4,AES,web,B,MEDIUM,,RSA,,YES,NO
781,1024,10,1,1,AES,web,A,HIGH,NO,RSA,,NO,YES
9975101,1910,7,3,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
987505,0,8,1,12,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,NO,NO,
4003,0,9,2,6,ECDHE,MIX,B,LOW,NO,RSA,NO,NO,NO
984599,2318,9,2,10,RSA,STANDALONE,C,HIGH,YES,RSA,NO,NO,
1849,884,10,2,12,ECDHE,MIX,A,LOW,YES,RSA,NO,NO,NO
62319,441,7,1,9,AES,web,D,HIGH,NO,RSA,,NO,NO
104970,2048,9,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,,YES,
82412,256,7,3,9,RSA,MIX,C,LOW,YES,RSA,YES,YES,NO
123458,0,10,2,9,ECDHE,STANDALONE,B,LOW,YES,RSA,NO,NO,NO
8212,434,9,2,6,ECDHE,MIX,B,MEDIUM,YES,RSA,NO,YES,NO
646,4019,9,3,6,RSA,web,B,HIGH,YES,RSA,NO,NO,YES
595313,207,8,3,12,DES,STANDALONE,B,LOW,YES,RSA,YES,YES,NO
295762,2845,8,2,6,RSA,web,C,HIGH,YES,RSA,,NO,NO
897346,11,8,3,6,ECDHE,web,C,MEDIUM,NO,RSA,NO,YES,NO
12,432,8,2,6,RSA,MIX,B,LOW,NO,RSA,NO,YES,NO
10000000,2048,7,2,9,RSA,STANDALONE,C,HIGH,,RSA,YES,NO,
55037,2048,8,2,6,RSA,web,D,HIGH,YES,RSA,,NO,NO
89207,134,8,2,12,ECDHE,MIX,C,LOW,NO,RSA,YES,YES,NO
35855,1918,9,1,10,ECDHE,web,B,HIGH,YES,RSA,NO,NO,
7765,2048,9,2,12,RSA,MIX,C,HIGH,YES,RSA,,YES,NO
168844,98,8,2,6,AES,web,C,HIGH,YES,RSA,,NO,NO
2273578,1024,9,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,YES
3250,2,8,2,9,RSA,STANDALONE,C,HIGH,,RSA,NO,YES,NO
4724374,0,9,3,12,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,YES,YES,
10000000,0,9,2,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,NO,YES,
99780,0,8,2,8,AES,STANDALONE,B,LOW,YES,RSA,YES,YES,NO
947029,1024,8,2,9,RSA,MIX,D,HIGH,,RSA,,NO,YES
8580,2048,10,2,9,RSA,MIX,A,MEDIUM,YES,RSA,NO,NO,YES
98984,0,8,3,9,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,,YES,
118744,213,7,2,6,RSA,web,B,MEDIUM,,RSA,,NO,NO
929795,830,7,2,1,AES,web,D,HIGH,,RSA,,NO,NO
724,0,10,1,6,AES,web,B,HIGH,NO,RSA,,NO,NO
4342448,1024,8,1,6,RSA,STANDALONE,B,HIGH,,RSA,,NO,YES
698,0,8,2,11,RSA,MIX,C,LOW,NO,RSA,NO,YES,NO
123473,2048,7,2,9,RSA,MIX,D,MEDIUM,YES,RSA,,NO,
99318,256,9,1,9,RSA,web,B,HIGH,YES,RSA,,YES,YES
123457,2048,9,2,12,AES,web,C,MEDIUM,YES,RSA,YES,YES,
435,0,8,2,9,DES,MIX,B,LOW,NO,RSA,NO,YES,NO
95563,2048,8,2,7,AES,web,B,HIGH,YES,RSA,YES,NO,NO
92729,0,10,2,12,ECDHE,STANDALONE,B,MEDIUM,NO,RSA,NO,YES,NO
75693,2048,7,2,6,RSA,web,D,HIGH,,RSA,,NO,NO
8368,0,10,2,8,DES,MIX,B,HIGH,,RSA,NO,NO,YES
98304,496,9,1,6,AES,web,B,HIGH,YES,RSA,,YES,NO
9570,1024,9,1,8,RSA,web,B,HIGH,NO,RSA,,NO,NO
123470,172,10,1,9,ECDHE,web,B,HIGH,YES,RSA,,YES,
123457,1815,8,1,7,RSA,web,D,HIGH,,RSA,,NO,NO
17903,1491,7,1,3,RSA,web,A,HIGH,,RSA,,NO,NO
9880145,0,8,3,6,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,NO
1566354,0,8,3,9,DES,STANDALONE,B,MEDIUM,,RSA,NO,YES,
95968,857,9,2,6,RSA,web,A,HIGH,YES,RSA,,YES,YES
18635,0,10,2,9,ECDHE,web,B,LOW,YES,RSA,,YES,NO
123477,2048,8,1,6,RSA,web,D,HIGH,,RSA,,NO,YES
984201,690,10,3,1,RSA,web,B,HIGH,NO,RSA,YES,NO,NO
548,256,9,1,10,AES,MIX,B,LOW,YES,RSA,NO,NO,NO
120728,0,9,2,9,AES,web,B,LOW,YES,RSA,YES,NO,
123472,0,9,2,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
3230,176,10,2,12,ECDHE,MIX,A,LOW,YES,RSA,NO,YES,YES
96351,0,7,3,6,AES,STANDALONE,C,MEDIUM,,RSA,NO,YES,NO
111163,4064,9,2,6,RSA,STANDALONE,D,HIGH,YES,RSA,,NO,YES
914571,1344,7,2,1,RSA,web,D,HIGH,,RSA,,NO,NO
4528,0,8,2,6,AES,web,B,LOW,,RSA,,NO,NO
99851,718,10,2,12,ECDHE,MIX,A,LOW,YES,RSA,NO,YES,YES
4343,699,10,1,1,RSA,web,A,HIGH,NO,RSA,,NO,YES
120142,0,10,2,9,ECDHE,MIX,B,MEDIUM,YES,RSA,NO,YES,YES
881582,0,7,2,12,AES,STANDALONE,C,LOW,,RSA,YES,YES,
5449,0,9,2,6,DES,MIX,D,LOW,NO,RSA,,NO,NO
88701,0,9,2,8,RSA,STANDALONE,B,LOW,YES,RSA,NO,NO,NO
40053,256,9,3,12,RSA,MIX,C,MEDIUM,YES,RSA,NO,YES,NO
123476,919,9,2,12,DES,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
111335,0,8,2,10,RSA,STANDALONE,A,MEDIUM,,RSA,YES,YES,NO
16105,0,9,2,9,ECDHE,MIX,B,MEDIUM,YES,RSA,YES,YES,
3110,1024,7,1,5,AES,web,A,HIGH,,RSA,,YES,NO
123471,1024,10,2,6,RSA,web,C,HIGH,YES,RSA,,NO,
9966744,2048,7,2,6,RSA,web,C,HIGH,,RSA,,NO,NO
123463,0,10,2,9,DES,MIX,A,LOW,YES,RSA,NO,YES,
99455,2048,8,3,9,RSA,STANDALONE,C,LOW,YES,RSA,,YES,
98596,0,10,2,9,ECDHE,MIX,B,HIGH,YES,RSA,NO,YES,
9895457,0,7,3,9,ECDHE,STANDALONE,D,MEDIUM,YES,RSA,YES,YES,
704085,177,9,2,6,AES,web,B,HIGH,,RSA,YES,YES,NO
1210,115,8,2,9,ECDHE,STANDALONE,A,HIGH,,RSA,NO,YES,NO
879,1024,7,2,6,RSA,web,B,MEDIUM,YES,RSA,NO,YES,NO
4139,999,10,1,9,ECDHE,web,A,LOW,YES,RSA,,YES,YES
4357,3329,8,1,6,RSA,web,A,HIGH,NO,RSA,,NO,YES
91933,488,8,2,6,RSA,STANDALONE,D,MEDIUM,YES,RSA,,YES,NO
123474,37,8,2,12,DES,STANDALONE,C,LOW,YES,RSA,NO,YES,
99469,0,7,2,1,AES,web,D,HIGH,NO,RSA,,NO,NO
94923,1024,10,1,9,RSA,MIX,A,LOW,YES,RSA,NO,YES,YES
1108,1215,9,2,6,RSA,MIX,A,HIGH,YES,RSA,,NO,NO
88332,40,8,1,3,AES,MIX,D,HIGH,,RSA,,NO,NO
10000000,1024,8,3,9,ECDHE,web,C,MEDIUM,YES,RSA,YES,NO,
3295,103,9,2,6,AES,web,A,HIGH,,RSA,,NO,NO
123471,888,8,1,6,RSA,web,A,HIGH,YES,RSA,,NO,NO
116921,183,7,2,1,AES,web,D,HIGH,,RSA,,NO,
12,1024,8,2,3,AES,MIX,B,LOW,NO,RSA,NO,YES,NO
88901,0,10,2,9,DES,MIX,A,LOW,NO,RSA,YES,YES,
9934985,0,9,3,9,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
7918,0,9,1,12,DES,MIX,A,MEDIUM,,RSA,NO,YES,NO
119273,0,7,2,6,RSA,web,D,LOW,NO,RSA,,NO,NO
36498,1024,9,3,9,RSA,MIX,B,MEDIUM,NO,RSA,,YES,
123472,62,9,2,9,RSA,MIX,C,LOW,NO,RSA,YES,NO,
103266,0,8,3,6,RSA,web,C,HIGH,NO,RSA,YES,YES,NO
123474,0,9,2,9,RSA,MIX,A,HIGH,NO,RSA,,YES,NO
4255,0,10,1,6,AES,web,A,LOW,NO,RSA,,NO,YES
116507,256,9,2,6,ECDHE,MIX,B,HIGH,NO,RSA,YES,NO,NO
963588,151,8,2,1,ECDHE,web,D,HIGH,,RSA,,NO,NO
11221,256,7,2,9,RSA,MIX,B,MEDIUM,NO,RSA,NO,YES,NO
122671,0,10,1,7,ECDHE,web,A,HIGH,YES,RSA,,NO,YES
6890765,0,10,1,12,RSA,STANDALONE,D,LOW,YES,RSA,NO,NO,NO
2981,35,7,2,4,AES,web,B,LOW,,RSA,,YES,NO
97679,60,10,2,9,RSA,MIX,B,LOW,YES,RSA,NO,YES,NO
61890,0,9,3,6,ECDHE,MIX,C,LOW,YES,RSA,NO,YES,
925783,1151,9,2,12,RSA,web,C,HIGH,YES,RSA,YES,YES,NO
9026,49,8,3,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,NO
7290,198,8,2,6,ECDHE,STANDALONE,D,LOW,NO,RSA,NO,YES,YES
72,0,10,1,12,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
91606,2048,9,1,6,RSA,web,A,LOW,YES,RSA,NO,NO,NO
356882,0,7,3,12,ECDHE,STANDALONE,C,LOW,YES,RSA,YES,YES,
122019,1656,8,2,6,AES,STANDALONE,A,HIGH,YES,RSA,,NO,
116619,0,7,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
19760,0,8,2,6,RSA,STANDALONE,D,LOW,YES,RSA,YES,NO,NO
30680,2997,9,2,9,RSA,web,B,HIGH,YES,RSA,,NO,YES
2122,2048,9,1,9,RSA,web,A,LOW,NO,RSA,,YES,YES
6893,0,8,2,1,AES,web,D,HIGH,,RSA,YES,NO,NO
246596,2048,8,2,9,RSA,STANDALONE,D,HIGH,YES,RSA,,NO,NO
9940396,0,10,2,12,ECDHE,STANDALONE,C,LOW,NO,RSA,YES,YES,
3832,115,9,2,9,AES,MIX,D,LOW,NO,RSA,NO,YES,
2602,3161,10,1,6,RSA,web,A,HIGH,YES,RSA,,NO,YES
3030,2048,9,2,9,AES,web,A,LOW,YES,RSA,YES,NO,NO
123474,0,8,2,9,ECDHE,MIX,B,MEDIUM,YES,RSA,NO,NO,NO
123475,0,9,2,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
194705,1177,8,1,2,RSA,web,D,LOW,,RSA,,NO,YES
9399,2048,8,2,6,RSA,web,B,HIGH,YES,RSA,,YES,
10000000,1157,8,3,9,RSA,STANDALONE,D,MEDIUM,YES,RSA,YES,YES,
8441,1003,10,1,6,RSA,web,D,LOW,YES,RSA,NO,NO,NO
9228775,256,10,2,6,AES,web,A,HIGH,YES,RSA,,NO,YES
120649,0,7,3,2,ECDHE,STANDALONE,D,MEDIUM,NO,RSA,YES,YES,NO
2951,982,10,2,9,RSA,web,A,HIGH,YES,RSA,NO,NO,YES
2763,2048,9,1,9,RSA,MIX,B,LOW,YES,RSA,YES,NO,
3817,661,7,2,9,ECDHE,web,B,LOW,,RSA,NO,NO,NO
65,4096,7,2,6,RSA,MIX,D,HIGH,NO,RSA,,NO,NO
87597,0,9,3,12,ECDHE,MIX,B,MEDIUM,NO,RSA,,YES,YES
109058,256,8,2,6,RSA,web,A,HIGH,YES,RSA,NO,NO,NO
883661,0,8,3,9,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,
5291198,0,8,2,9,ECDHE,STANDALONE,C,HIGH,YES,RSA,,YES,NO
9900290,0,9,3,11,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
3692,0,9,2,11,RSA,MIX,B,LOW,YES,RSA,NO,YES,YES
99890,0,8,2,12,ECDHE,STANDALONE,B,LOW,NO,RSA,NO,YES,
12,53,10,2,9,RSA,MIX,B,LOW,NO,RSA,NO,YES,YES
344427,234,8,3,12,ECDHE,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
663441,0,8,2,9,ECDHE,MIX,C,HIGH,,RSA,,YES,
1361,0,8,2,12,DES,MIX,B,LOW,NO,RSA,NO,YES,NO
8316,151,9,2,1,ECDHE,web,D,HIGH,YES,RSA,,NO,NO
113098,793,7,2,6,AES,web,D,HIGH,,RSA,NO,NO,NO
106402,1332,9,1,9,RSA,MIX,A,MEDIUM,YES,RSA,NO,YES,YES
99896,1481,9,2,6,AES,MIX,A,HIGH,YES,RSA,,NO,YES
98946,2048,7,3,9,RSA,web,C,LOW,,RSA,,YES,NO
587195,1024,7,2,12,AES,web,C,MEDIUM,YES,RSA,YES,YES,
32085,0,8,2,8,AES,web,D,MEDIUM,NO,RSA,NO,YES,NO
107811,2048,9,2,6,AES,web,C,HIGH,YES,RSA,,NO,
3324,0,10,1,6,ECDHE,web,A,LOW,NO,RSA,NO,NO,NO
223310,1024,9,2,9,RSA,MIX,B,HIGH,NO,RSA,NO,YES,YES
671,1024,9,1,9,AES,web,A,LOW,YES,RSA,,NO,YES
107361,1,7,2,12,RSA,MIX,C,MEDIUM,NO,RSA,YES,YES,
103097,0,8,2,9,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
89919,0,9,3,5,RSA,MIX,D,HIGH,NO,RSA,NO,YES,NO
93144,185,9,2,6,ECDHE,web,D,LOW,YES,RSA,NO,YES,NO
921391,1024,8,2,1,RSA,web,D,HIGH,YES,RSA,,NO,YES
2367,0,8,2,10,ECDHE,MIX,B,LOW,NO,RSA,NO,YES,NO
2134,4096,8,2,9,RSA,STANDALONE,C,LOW,YES,RSA,NO,YES,NO
91518,256,8,3,9,ECDHE,MIX,C,LOW,NO,RSA,YES,NO,
3801,238,10,2,12,RSA,MIX,B,LOW,YES,RSA,NO,YES,YES
555,174,10,1,6,AES,web,A,HIGH,YES,RSA,,NO,YES
781304,99,8,2,1,RSA,web,A,HIGH,YES,RSA,,NO,
8047,1281,9,2,9,RSA,STANDALONE,B,LOW,NO,RSA,NO,YES,NO
98076,0,8,2,1,AES,web,B,HIGH,NO,RSA,,NO,YES
97676,1024,8,2,9,RSA,MIX,B,HIGH,NO,RSA,NO,NO,NO
16467,2048,10,2,3,RSA,web,A,HIGH,YES,RSA,,NO,NO
1389,0,10,2,9,DES,MIX,B,LOW,YES,RSA,,YES,NO
1216,2048,10,1,9,RSA,web,B,HIGH,YES,RSA,,YES,NO
3891,256,8,2,8,AES,STANDALONE,B,HIGH,,RSA,NO,YES,NO
25293,107,7,2,4,ECDHE,STANDALONE,D,HIGH,,RSA,,NO,NO
3951,1801,9,2,12,RSA,web,C,MEDIUM,YES,RSA,,YES,NO
1558,0,8,1,4,AES,web,D,HIGH,NO,RSA,,YES,NO
7672864,0,8,3,1,ECDHE,STANDALONE,A,HIGH,,RSA,,NO,NO
780,55,9,2,9,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,
97362,0,9,2,9,AES,STANDALONE,B,LOW,NO,RSA,YES,YES,
1904,1108,8,2,1,RSA,MIX,D,HIGH,YES,RSA,,NO,NO
123465,256,8,2,6,RSA,web,D,HIGH,YES,RSA,,NO,NO
91489,2048,10,2,2,RSA,web,A,HIGH,YES,RSA,,YES,YES
88674,175,9,2,9,DES,web,D,MEDIUM,,RSA,,YES,
90844,256,9,1,7,RSA,web,B,HIGH,YES,RSA,,NO,YES
104057,362,9,2,9,AES,MIX,B,MEDIUM,YES,RSA,NO,YES,YES
9987847,0,7,2,9,RSA,MIX,C,MEDIUM,,RSA,NO,YES,
3101,0,8,2,6,RSA,MIX,B,LOW,YES,RSA,,NO,NO
90424,1746,8,2,6,RSA,web,C,MEDIUM,,RSA,,YES,NO
3006,2048,9,2,9,RSA,STANDALONE,D,LOW,YES,RSA,YES,YES,NO
123460,989,9,2,9,ECDHE,MIX,A,HIGH,YES,RSA,,YES,NO
3030,0,8,2,6,DES,web,B,HIGH,NO,RSA,,YES,NO
99047,1353,7,2,6,AES,web,D,MEDIUM,YES,RSA,YES,NO,NO
86379,1642,8,2,3,RSA,web,B,HIGH,,RSA,,NO,NO
982934,665,7,2,1,RSA,web,D,HIGH,YES,RSA,,YES,NO
104602,111,8,2,6,AES,web,B,HIGH,YES,RSA,,YES,NO
9914696,139,9,1,9,ECDHE,web,A,HIGH,YES,RSA,,NO,
9162,249,9,3,12,RSA,MIX,B,LOW,YES,RSA,,YES,NO
432689,249,8,3,9,ECDHE,STANDALONE,C,LOW,YES,RSA,NO,YES,
123465,190,7,3,6,AES,web,D,HIGH,,RSA,,NO,NO
987373,0,9,3,12,ECDHE,MIX,C,LOW,YES,RSA,NO,NO,NO
58233,379,9,1,5,AES,web,D,HIGH,YES,RSA,,NO,YES
2286,341,8,3,9,RSA,MIX,B,MEDIUM,NO,RSA,NO,NO,YES
4469,2517,10,1,9,RSA,web,A,HIGH,YES,RSA,,NO,YES
134385,0,10,2,6,ECDHE,web,A,HIGH,YES,RSA,,NO,NO
772066,1883,9,1,6,AES,web,A,HIGH,YES,RSA,,NO,YES
888686,2048,7,2,8,RSA,web,D,HIGH,,RSA,YES,NO,NO
3794,1859,9,2,6,AES,web,A,HIGH,YES,RSA,NO,YES,YES
986,1620,9,2,9,RSA,STANDALONE,A,LOW,YES,RSA,NO,NO,
179109,2048,10,2,12,RSA,web,C,LOW,YES,RSA,,YES,YES
9941219,0,7,2,6,ECDHE,web,D,HIGH,,RSA,,YES,NO
1599,2048,9,2,1,RSA,web,A,HIGH,,RSA,,NO,NO
90026,900,9,2,12,ECDHE,MIX,A,LOW,NO,RSA,,YES,
753065,1902,7,3,12,RSA,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,NO
912572,3,9,2,9,RSA,web,C,LOW,YES,RSA,YES,YES,
2404,107,9,1,7,ECDHE,web,A,HIGH,NO,RSA,,NO,NO
612,1024,10,1,6,AES,MIX,A,LOW,YES,RSA,NO,NO,YES
99298,1024,9,3,6,RSA,MIX,D,MEDIUM,YES,RSA,YES,YES,
2098,653,8,2,1,AES,web,D,HIGH,,RSA,,NO,NO
1841395,0,7,2,9,AES,MIX,C,MEDIUM,,RSA,YES,YES,NO
98863,0,10,2,6,ECDHE,MIX,B,HIGH,NO,RSA,,NO,YES
45529,762,9,1,8,ECDHE,web,A,HIGH,NO,RSA,,NO,YES
860,0,9,2,9,AES,web,B,LOW,YES,RSA,NO,YES,NO
99530,612,7,2,6,RSA,MIX,A,LOW,NO,RSA,,NO,NO
106388,2048,9,3,10,RSA,web,A,MEDIUM,YES,RSA,,YES,
88751,2048,9,3,6,RSA,STANDALONE,D,HIGH,YES,RSA,,YES,
869282,0,9,1,10,ECDHE,STANDALONE,B,MEDIUM,YES,RSA,,YES,NO
9995601,1024,9,2,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
880673,2048,8,3,9,RSA,STANDALONE,C,LOW,NO,RSA,NO,YES,
9281,1024,10,3,1,AES,web,B,LOW,YES,RSA,,YES,NO
100555,175,10,1,6,ECDHE,web,A,HIGH,YES,RSA,,NO,YES
97533,0,8,2,6,ECDHE,web,D,LOW,YES,RSA,,NO,NO
111813,100,8,2,6,ECDHE,web,B,HIGH,,RSA,,NO,NO
122021,2048,8,2,12,RSA,web,B,MEDIUM,YES,RSA,NO,YES,NO
99721,2048,9,2,9,RSA,web,B,HIGH,YES,RSA,,NO,YES
79879,2048,8,1,6,RSA,web,A,HIGH,NO,RSA,NO,NO,NO
123461,2517,8,2,12,RSA,MIX,C,MEDIUM,YES,RSA,,YES,YES
432386,0,9,2,1,RSA,web,A,HIGH,NO,RSA,,NO,YES
2967,2048,8,2,1,RSA,web,D,LOW,,RSA,,NO,NO
3686,716,10,2,12,ECDHE,STANDALONE,B,LOW,YES,RSA,YES,YES,NO
9166920,2048,10,1,1,RSA,web,A,HIGH,YES,RSA,,NO,YES
99883,926,8,3,12,RSA,STANDALONE,C,MEDIUM,YES,RSA,YES,YES,
9912512,0,7,3,9,ECDHE,STANDALONE,D,MEDIUM,,RSA,,YES,
119706,0,8,3,10,ECDHE,STANDALONE,C,MEDIUM,NO,RSA,YES,YES,NO
123466,0,8,2,1,RSA,web,A,HIGH,,RSA,,NO,NO
94807,0,9,1,9,ECDHE,MIX,B,LOW,YES,RSA,NO,YES,NO
99468,0,8,2,12,ECDHE,MIX,C,HIGH,YES,RSA,NO,YES,
