Application,App_type,Algo,Frequency,key size,Data Sensisitivity,arch flexibility,third party used,is third party quantum safe,data trans(algo),data self life,migration,vendor pqc compliant,vendor supply time
D,STANDALONE,RSA,10156878,836,LOW,NO,YES,,RSA,10,3,NO,12
D,web,RSA,10805185,300,MEDIUM,NO,NO,NO,RSA,8,2,NO,5
D,MIX,AES,9290354,1850,LOW,NO,YES,YES,RSA,10,3,NO,5
C,STANDALONE,ECDHE,13250960,364,HIGH,YES,YES,NO,RSA,10,3,NO,7
B,STANDALONE,RSA,10461621,0,HIGH,,YES,YES,RSA,9,1,,8
A,web,RSA,1521828,0,LOW,YES,NO,YES,RSA,10,2,,11
A,web,AES,13948877,0,HIGH,NO,YES,,RSA,10,3,NO,12
C,MIX,ECDHE,14013621,1646,LOW,NO,NO,NO,RSA,8,2,,8
D,web,AES,6295977,1363,LOW,NO,YES,,RSA,10,3,NO,12
A,web,DES,7374410,233,LOW,NO,YES,,RSA,10,3,NO,6
C,MIX,ECDHE,3193966,1896,LOW,NO,YES,YES,RSA,9,3,,9
A,MIX,ECDHE,1510381,3373,MEDIUM,YES,NO,,RSA,10,3,NO,7
A,MIX,RSA,7312546,1772,MEDIUM,NO,YES,,RSA,10,3,,12
B,STANDALONE,RSA,14028576,4096,MEDIUM,,YES,YES,RSA,8,3,,6
A,web,RSA,13153809,1769,HIGH,YES,NO,,RSA,10,2,,1
B,STANDALONE,AES,13163461,1724,MEDIUM,NO,YES,,RSA,9,2,,12
B,MIX,RSA,6799500,753,LOW,YES,YES,,RSA,7,3,NO,3
C,STANDALONE,ECDHE,14178388,1779,HIGH,NO,YES,NO,RSA,8,3,,7
B,MIX,RSA,6364310,0,MEDIUM,NO,YES,,RSA,10,1,,12
B,MIX,ECDHE,9703353,0,LOW,NO,YES,NO,RSA,10,3,NO,4
D,MIX,ECDHE,14707150,3242,MEDIUM,YES,YES,NO,RSA,10,3,NO,6
B,web,ECDHE,8836495,4096,MEDIUM,YES,YES,,RSA,7,2,NO,1
C,STANDALONE,RSA,1170561,290,MEDIUM,YES,NO,,RSA,10,3,NO,12
C,web,DES,9743141,743,LOW,YES,YES,YES,RSA,10,2,,11
C,MIX,RSA,11762043,449,MEDIUM,YES,YES,,RSA,10,3,,6
A,STANDALONE,DES,16343297,4096,LOW,,YES,,RSA,10,3,,9
C,STANDALONE,RSA,6754899,863,MEDIUM,YES,NO,,RSA,9,3,,9
A,web,RSA,6817274,4096,LOW,YES,YES,NO,RSA,10,2,,6
C,web,ECDHE,6356559,2241,HIGH,YES,YES,,RSA,10,1,NO,1
D,STANDALONE,RSA,9900549,3217,HIGH,YES,NO,YES,RSA,7,3,NO,3
B,web,RSA,2369295,4096,LOW,NO,NO,NO,RSA,10,3,NO,1
B,web,ECDHE,11992089,0,MEDIUM,NO,NO,,RSA,10,2,NO,10
B,web,RSA,9547213,30,LOW,,YES,,RSA,8,3,,2
A,MIX,RSA,6827216,4096,HIGH,,YES,,RSA,9,1,,1
A,web,ECDHE,14677430,144,MEDIUM,NO,YES,,RSA,8,3,,8
A,MIX,ECDHE,16395004,0,MEDIUM,YES,NO,YES,RSA,10,3,NO,10
A,MIX,ECDHE,10770004,0,LOW,,NO,NO,RSA,10,2,NO,9
C,web,ECDHE,13882113,956,MEDIUM,YES,YES,,RSA,9,3,YES,2
B,MIX,RSA,3593245,880,HIGH,YES,YES,YES,RSA,10,3,,12
C,STANDALONE,RSA,13765937,781,MEDIUM,YES,NO,,RSA,7,3,,11
B,STANDALONE,ECDHE,5085666,1058,HIGH,YES,YES,,RSA,10,3,YES,1
C,web,RSA,5251329,0,MEDIUM,YES,NO,,RSA,10,3,YES,12
A,MIX,AES,12058513,27,HIGH,,YES,NO,RSA,10,3,,8
B,web,RSA,10686416,1292,MEDIUM,YES,YES,,RSA,7,3,,12
B,MIX,AES,14222187,2662,HIGH,NO,NO,,RSA,10,3,NO,1
C,STANDALONE,RSA,8627579,0,MEDIUM,,NO,NO,RSA,10,3,,1
B,web,RSA,11770183,2031,HIGH,,NO,,RSA,10,3,NO,1
D,web,AES,7972207,365,MEDIUM,YES,NO,,RSA,10,2,,4
B,web,RSA,5066686,0,LOW,,YES,,RSA,10,3,NO,2
B,web,AES,909432,613,MEDIUM,NO,YES,,RSA,10,3,YES,12
B,STANDALONE,AES,13160258,0,LOW,NO,NO,,RSA,10,3,NO,1
C,web,AES,6704509,1884,HIGH,,NO,,RSA,10,3,NO,1
B,STANDALONE,RSA,12622237,0,MEDIUM,NO,NO,,RSA,10,3,NO,5
B,STANDALONE,RSA,10413135,1230,HIGH,,NO,,RSA,9,2,,1
B,MIX,RSA,14296141,597,HIGH,YES,YES,,RSA,10,3,,1
C,MIX,RSA,5464493,1245,LOW,YES,YES,,RSA,8,2,,1
D,web,ECDHE,8132300,0,LOW,NO,YES,YES,RSA,10,3,,12
D,STANDALONE,RSA,6402977,379,LOW,,YES,,RSA,9,3,NO,10
C,web,RSA,7852096,1083,LOW,,NO,,RSA,10,3,,1
C,web,RSA,3961301,0,MEDIUM,,NO,YES,RSA,10,2,,8
C,web,ECDHE,16185536,3269,LOW,YES,NO,NO,RSA,10,2,NO,2
B,web,RSA,5799204,524,HIGH,YES,YES,NO,RSA,9,3,,1
A,MIX,RSA,15386744,4096,LOW,NO,YES,,RSA,8,3,YES,1
A,MIX,ECDHE,12618736,1115,HIGH,NO,YES,NO,RSA,9,3,,1
C,MIX,RSA,8671524,4096,HIGH,NO,YES,,RSA,8,3,YES,1
A,web,RSA,2489182,1920,LOW,,NO,YES,RSA,10,3,,12
C,web,ECDHE,5936248,2431,HIGH,,YES,,RSA,10,3,,8
C,STANDALONE,AES,9181022,4096,MEDIUM,NO,YES,,RSA,8,3,NO,12
A,web,ECDHE,14928981,4096,LOW,,YES,NO,RSA,9,2,,3
A,MIX,ECDHE,10996802,2597,LOW,,YES,YES,RSA,10,1,NO,6
B,MIX,AES,2464108,0,LOW,NO,NO,,RSA,10,3,,1
D,web,DES,5122778,53,LOW,,NO,,RSA,9,1,NO,2
A,STANDALONE,RSA,3616808,0,HIGH,YES,NO,,RSA,10,1,,1
D,web,DES,10921271,591,MEDIUM,NO,YES,,RSA,10,1,,12
B,STANDALONE,RSA,16702991,1723,LOW,YES,YES,,RSA,10,3,NO,3
C,web,AES,9043771,0,MEDIUM,YES,YES,,RSA,10,2,,7
B,web,ECDHE,10414582,221,LOW,YES,YES,,RSA,10,3,,6
C,STANDALONE,RSA,6468862,1374,LOW,YES,NO,NO,RSA,7,2,,12
B,web,DES,3340639,4096,LOW,,YES,,RSA,9,2,NO,1
C,web,DES,16707260,1686,LOW,NO,YES,,RSA,10,3,,1
B,MIX,AES,2109836,2915,HIGH,YES,YES,,RSA,10,2,YES,2
A,STANDALONE,RSA,8688945,0,LOW,,YES,NO,RSA,10,3,,12
C,MIX,ECDHE,7290611,4096,LOW,,NO,,RSA,10,1,YES,9
B,web,ECDHE,9577856,1155,MEDIUM,YES,YES,NO,RSA,10,3,,1
B,MIX,AES,9102842,3590,LOW,YES,YES,YES,RSA,10,2,NO,10
B,web,RSA,16435283,1527,HIGH,YES,YES,YES,RSA,10,2,YES,5
A,MIX,RSA,295489,642,MEDIUM,YES,YES,NO,RSA,10,3,NO,10
B,MIX,RSA,3052616,0,MEDIUM,YES,YES,YES,RSA,10,3,,1
C,MIX,AES,3422743,1068,HIGH,,NO,,RSA,7,1,YES,1
C,web,ECDHE,13262013,0,HIGH,NO,YES,YES,RSA,10,1,,2
D,MIX,RSA,11171067,0,LOW,,YES,YES,RSA,10,3,NO,1
C,STANDALONE,DES,2413235,82,HIGH,YES,YES,,RSA,10,3,YES,1
D,STANDALONE,RSA,15333075,1155,LOW,NO,NO,,RSA,8,2,NO,5
C,web,ECDHE,10542337,4096,LOW,YES,NO,NO,RSA,10,3,,10
C,web,RSA,11676964,0,HIGH,,YES,,RSA,9,2,NO,2
A,web,ECDHE,11636611,4096,LOW,,YES,NO,RSA,7,3,YES,1
B,STANDALONE,RSA,15891031,4096,HIGH,YES,NO,,RSA,9,1,NO,1
C,web,ECDHE,10443964,1120,HIGH,NO,YES,NO,RSA,9,2,,3
C,STANDALONE,AES,10560623,3661,MEDIUM,NO,YES,,RSA,9,2,,11
C,STANDALONE,AES,5734711,4096,LOW,,YES,,RSA,10,3,NO,2
A,web,RSA,10994320,1151,HIGH,YES,YES,NO,RSA,9,1,,7
D,MIX,ECDHE,15047870,0,HIGH,,NO,,RSA,10,3,YES,6
D,MIX,ECDHE,8223340,335,MEDIUM,,YES,,RSA,10,1,,2
A,STANDALONE,RSA,13826463,1195,HIGH,YES,NO,,RSA,9,3,,3
C,web,ECDHE,1910283,609,LOW,YES,NO,YES,RSA,10,1,,4
B,MIX,ECDHE,9310945,1140,LOW,,NO,NO,RSA,10,3,YES,1
B,STANDALONE,RSA,4132699,0,LOW,NO,YES,,RSA,9,1,NO,1
A,STANDALONE,ECDHE,9879310,1591,MEDIUM,,YES,NO,RSA,7,2,,1
B,MIX,AES,5998106,4096,HIGH,,NO,NO,RSA,9,3,NO,2
A,web,ECDHE,1925722,1781,HIGH,,YES,,RSA,9,3,NO,1
C,STANDALONE,ECDHE,6316117,1673,LOW,NO,NO,,RSA,9,1,NO,1
C,STANDALONE,ECDHE,11163949,1305,HIGH,NO,YES,NO,RSA,8,3,YES,11
B,web,ECDHE,271089,0,LOW,YES,YES,YES,RSA,10,3,,1
C,MIX,ECDHE,7364907,4096,MEDIUM,YES,YES,NO,RSA,10,3,,3
B,STANDALONE,RSA,1167779,2940,LOW,NO,YES,NO,RSA,10,3,NO,8
B,MIX,ECDHE,2478883,1211,HIGH,,NO,,RSA,8,2,,6
C,STANDALONE,ECDHE,3819912,184,LOW,NO,YES,NO,RSA,8,3,YES,12
B,web,RSA,3254594,1996,HIGH,YES,NO,,RSA,10,3,NO,6
B,STANDALONE,AES,9508936,1800,LOW,,YES,,RSA,9,2,YES,6
B,web,RSA,9206296,620,MEDIUM,YES,YES,,RSA,10,3,NO,11
C,MIX,ECDHE,1688673,0,LOW,,YES,,RSA,9,2,NO,3
B,STANDALONE,ECDHE,11437712,638,MEDIUM,,YES,,RSA,8,3,,1
C,STANDALONE,ECDHE,14718767,4096,HIGH,,YES,,RSA,10,3,,3
C,STANDALONE,ECDHE,13037785,56,HIGH,,NO,,RSA,8,3,NO,1
C,web,ECDHE,4991494,0,MEDIUM,YES,YES,,RSA,10,2,,4
B,web,RSA,9627831,1874,MEDIUM,NO,YES,,RSA,9,3,,1
B,MIX,ECDHE,11502,1083,MEDIUM,,NO,,RSA,10,1,,9
D,MIX,ECDHE,10463660,845,HIGH,,YES,YES,RSA,10,3,,1
C,STANDALONE,ECDHE,8400779,1767,HIGH,NO,YES,,RSA,9,3,,1
C,STANDALONE,DES,15976297,1106,LOW,YES,YES,YES,RSA,10,3,,4
B,web,RSA,7801786,3787,HIGH,YES,YES,,RSA,7,1,YES,11
A,MIX,ECDHE,1175549,1859,LOW,,YES,YES,RSA,9,3,,1
B,web,ECDHE,4460754,0,HIGH,YES,NO,,RSA,10,2,NO,1
A,web,AES,15044394,1984,HIGH,YES,NO,NO,RSA,10,3,NO,2
D,web,RSA,14089472,3843,LOW,YES,NO,,RSA,10,3,NO,1
B,STANDALONE,RSA,10142853,949,LOW,YES,YES,YES,RSA,8,3,NO,2
C,STANDALONE,ECDHE,6619700,4096,LOW,,NO,YES,RSA,8,1,,10
A,web,RSA,6211552,1763,MEDIUM,,YES,NO,RSA,10,3,NO,1
D,STANDALONE,DES,4862978,1237,MEDIUM,YES,YES,,RSA,7,3,NO,9
B,MIX,RSA,14130075,2116,MEDIUM,YES,NO,,RSA,9,2,,1
C,web,ECDHE,11284194,1291,HIGH,YES,YES,,RSA,10,3,YES,1
B,web,DES,998514,789,MEDIUM,NO,YES,,RSA,10,2,NO,3
B,web,ECDHE,13883147,1262,MEDIUM,NO,NO,,RSA,10,3,,1
C,MIX,RSA,1423858,2032,MEDIUM,YES,NO,,RSA,10,2,YES,1
D,MIX,AES,3678629,4096,LOW,YES,NO,YES,RSA,10,1,,8
B,web,ECDHE,2128374,4096,LOW,YES,NO,NO,RSA,10,3,,1
A,STANDALONE,ECDHE,7184618,0,HIGH,YES,YES,,RSA,9,3,,4
B,MIX,RSA,13630912,770,LOW,,YES,,RSA,9,3,NO,9
C,MIX,RSA,16553178,0,LOW,YES,NO,,RSA,9,1,NO,4
B,web,DES,4753738,0,LOW,YES,NO,NO,RSA,10,3,NO,12
D,web,ECDHE,3553297,1858,HIGH,,YES,NO,RSA,8,2,,4
D,web,AES,13979160,0,HIGH,YES,YES,,RSA,10,2,YES,10
C,web,ECDHE,12225285,3728,HIGH,,YES,YES,RSA,7,3,YES,5
C,web,ECDHE,6319615,1468,LOW,YES,YES,NO,RSA,9,2,,6
B,web,ECDHE,16052949,1306,LOW,,NO,YES,RSA,10,3,NO,8
D,web,ECDHE,10827244,0,HIGH,NO,YES,,RSA,10,3,YES,1
A,web,ECDHE,12034722,718,LOW,NO,NO,NO,RSA,8,3,,12
B,STANDALONE,DES,104156,3468,LOW,,NO,,RSA,8,2,YES,1
B,MIX,RSA,9108653,0,LOW,NO,NO,,RSA,8,3,NO,12
C,web,AES,5454890,1782,HIGH,YES,NO,YES,RSA,9,2,,1
B,STANDALONE,RSA,3454653,1634,MEDIUM,YES,YES,YES,RSA,10,3,,8
C,MIX,DES,10155801,0,HIGH,,YES,,RSA,10,2,NO,12
D,web,RSA,3425110,32,LOW,NO,YES,NO,RSA,10,2,,2
C,STANDALONE,AES,9393229,1374,LOW,,YES,,RSA,8,3,NO,2
D,web,RSA,2231613,0,LOW,YES,YES,,RSA,10,3,,5
A,MIX,ECDHE,11166692,1054,HIGH,NO,YES,,RSA,10,3,NO,12
D,MIX,AES,11888199,724,HIGH,NO,YES,YES,RSA,10,3,NO,8
A,STANDALONE,ECDHE,16432251,0,HIGH,NO,YES,,RSA,10,2,,4
C,STANDALONE,ECDHE,8605809,2399,LOW,NO,YES,,RSA,10,3,,12
B,web,AES,4173805,3465,MEDIUM,YES,NO,,RSA,10,3,,5
B,STANDALONE,ECDHE,3272258,572,MEDIUM,YES,NO,NO,RSA,10,3,,1
A,MIX,ECDHE,1706900,1782,LOW,YES,NO,,RSA,10,3,,1
A,web,ECDHE,2832671,1222,HIGH,YES,NO,,RSA,10,1,YES,4
D,web,ECDHE,11279340,1766,LOW,,NO,,RSA,10,1,YES,4
B,web,RSA,276043,4096,LOW,YES,YES,,RSA,10,1,,1
B,STANDALONE,AES,10079104,1009,HIGH,,YES,,RSA,10,3,YES,8
C,web,DES,14383404,4096,MEDIUM,,YES,,RSA,9,2,YES,12
C,STANDALONE,AES,11480710,521,MEDIUM,,NO,,RSA,8,3,,1
A,web,ECDHE,9937665,4096,HIGH,YES,NO,,RSA,7,1,YES,1
B,MIX,AES,5748324,853,LOW,,NO,,RSA,10,3,,4
D,STANDALONE,RSA,8441603,37,LOW,YES,YES,,RSA,10,3,,8
B,web,ECDHE,12441218,2353,MEDIUM,YES,YES,,RSA,10,3,NO,6
B,MIX,AES,12556468,1443,LOW,YES,NO,,RSA,8,3,,1
C,STANDALONE,DES,3915236,659,MEDIUM,YES,YES,,RSA,10,3,,11
D,STANDALONE,AES,14070517,0,MEDIUM,NO,NO,NO,RSA,10,3,NO,2
B,web,AES,14788673,883,LOW,,YES,,RSA,9,3,YES,9
C,MIX,ECDHE,10757412,0,MEDIUM,YES,YES,,RSA,10,1,NO,1
C,web,ECDHE,703710,532,MEDIUM,YES,YES,,RSA,10,3,NO,11
B,web,RSA,2956843,0,LOW,NO,NO,,RSA,10,3,,7
C,web,AES,15474056,1392,HIGH,YES,YES,,RSA,10,3,NO,4
B,web,RSA,5427635,1417,LOW,,NO,NO,RSA,10,1,,1
B,MIX,RSA,5176826,548,LOW,,NO,,RSA,10,2,,5
C,web,ECDHE,11372286,1098,LOW,YES,NO,,RSA,10,3,YES,1
A,MIX,RSA,3900506,1990,HIGH,YES,YES,,RSA,10,2,YES,1
A,web,ECDHE,10502567,0,MEDIUM,NO,YES,,RSA,10,3,,12
B,MIX,ECDHE,4548631,0,LOW,YES,YES,,RSA,10,3,YES,12
B,MIX,RSA,15082847,964,LOW,NO,YES,,RSA,7,3,YES,12
B,MIX,DES,12293574,1606,HIGH,YES,YES,,RSA,9,2,,8
B,MIX,RSA,14682061,1108,MEDIUM,,YES,,RSA,10,1,,4
C,web,AES,16492862,3061,HIGH,YES,YES,,RSA,7,3,NO,1
A,STANDALONE,DES,1356596,2084,HIGH,,YES,,RSA,9,1,NO,1
B,web,RSA,12915994,1512,MEDIUM,NO,YES,,RSA,10,2,NO,12
A,web,AES,13837038,1751,LOW,,YES,NO,RSA,10,3,YES,1
C,MIX,RSA,7200111,1518,HIGH,YES,YES,NO,RSA,10,2,,9
C,web,ECDHE,4749382,4096,HIGH,NO,YES,NO,RSA,10,3,,6
D,MIX,ECDHE,3923896,3075,MEDIUM,NO,YES,,RSA,10,1,NO,9
C,web,AES,10055176,3414,HIGH,NO,YES,,RSA,9,3,NO,4
C,STANDALONE,AES,6653425,462,HIGH,YES,NO,,RSA,8,3,NO,1
B,web,RSA,16059659,4096,MEDIUM,NO,NO,,RSA,9,3,,12
A,STANDALONE,ECDHE,8033598,534,MEDIUM,,NO,,RSA,10,1,,1
A,web,RSA,3177786,2701,MEDIUM,NO,YES,YES,RSA,8,2,,12
C,web,ECDHE,12756438,765,MEDIUM,YES,YES,NO,RSA,10,3,,9
D,web,RSA,3379779,608,HIGH,YES,YES,YES,RSA,10,1,NO,1
C,STANDALONE,ECDHE,7093903,1543,MEDIUM,,NO,NO,RSA,7,3,NO,1
C,MIX,ECDHE,6691474,2634,MEDIUM,,NO,,RSA,10,3,,1
C,web,AES,1958168,4096,HIGH,,YES,NO,RSA,10,3,YES,5
A,web,RSA,15098302,4096,LOW,YES,YES,,RSA,10,3,,12
A,web,ECDHE,5842865,1634,LOW,YES,YES,YES,RSA,10,2,YES,12
B,MIX,ECDHE,12783590,0,MEDIUM,NO,YES,NO,RSA,8,3,YES,1
C,web,RSA,16555109,509,LOW,NO,NO,,RSA,9,3,NO,1
D,MIX,AES,7324627,0,HIGH,YES,NO,NO,RSA,9,1,NO,10
C,STANDALONE,ECDHE,4209949,12,HIGH,YES,YES,,RSA,9,3,NO,1
D,MIX,RSA,4224003,0,MEDIUM,YES,YES,,RSA,10,3,YES,11
A,MIX,ECDHE,4921036,3271,LOW,YES,YES,YES,RSA,10,2,YES,1
B,MIX,ECDHE,12548957,1485,LOW,YES,YES,,RSA,8,3,,1
B,MIX,DES,5528799,4096,HIGH,YES,YES,,RSA,10,3,,3
D,web,DES,10094539,0,HIGH,,YES,NO,RSA,8,3,NO,8
D,MIX,DES,2098643,0,HIGH,,YES,YES,RSA,10,3,,6
D,MIX,AES,16053238,0,MEDIUM,,NO,,RSA,10,2,,1
A,MIX,RSA,1252681,380,MEDIUM,YES,YES,NO,RSA,8,1,NO,1
B,web,ECDHE,593286,1681,HIGH,NO,YES,NO,RSA,10,1,YES,9
C,web,ECDHE,5988044,1624,HIGH,NO,YES,,RSA,9,1,,9
A,web,AES,246514,694,LOW,,NO,,RSA,10,3,,12
C,STANDALONE,RSA,14812095,1461,HIGH,,YES,NO,RSA,7,3,NO,9
A,STANDALONE,DES,14500982,4096,MEDIUM,,NO,NO,RSA,8,3,NO,12
A,MIX,ECDHE,6354285,3864,LOW,,NO,YES,RSA,10,3,,1
C,STANDALONE,ECDHE,13898479,0,LOW,NO,NO,,RSA,9,3,,7
C,STANDALONE,ECDHE,4829072,1019,LOW,YES,YES,YES,RSA,10,3,,6
B,web,AES,11015178,1642,LOW,YES,YES,,RSA,10,2,,2
B,STANDALONE,RSA,8953600,1521,HIGH,,NO,YES,RSA,10,2,,1
B,web,AES,1760153,1897,MEDIUM,NO,YES,,RSA,8,3,,2
B,MIX,ECDHE,9114973,747,LOW,,YES,YES,RSA,10,3,,3
C,STANDALONE,RSA,13581377,1278,HIGH,,YES,,RSA,9,2,NO,4
A,web,RSA,10454002,0,MEDIUM,YES,YES,NO,RSA,10,3,NO,1
C,STANDALONE,DES,521254,4096,MEDIUM,YES,YES,YES,RSA,10,1,NO,8
D,STANDALONE,RSA,1653156,1820,MEDIUM,NO,NO,,RSA,10,3,NO,8
A,STANDALONE,RSA,2486750,4096,LOW,YES,YES,,RSA,10,2,,1
A,MIX,ECDHE,2450955,0,MEDIUM,NO,NO,,RSA,8,3,YES,12
A,STANDALONE,RSA,5643033,2573,MEDIUM,,NO,YES,RSA,10,2,,1
C,MIX,ECDHE,3302558,504,HIGH,NO,YES,,RSA,10,2,,10
B,web,ECDHE,1347521,3522,HIGH,,YES,,RSA,10,2,,6
B,web,ECDHE,8380273,2935,LOW,YES,YES,,RSA,10,3,,12
B,STANDALONE,AES,14244518,3396,HIGH,YES,NO,,RSA,7,2,NO,4
B,MIX,DES,15799502,1030,LOW,NO,NO,NO,RSA,7,3,NO,12
B,STANDALONE,AES,7863181,465,MEDIUM,,YES,,RSA,7,1,,1
A,STANDALONE,ECDHE,9197993,4096,HIGH,NO,YES,,RSA,10,3,,10
C,STANDALONE,RSA,8913617,430,HIGH,,YES,NO,RSA,10,3,NO,5
C,web,DES,3929737,1382,LOW,NO,YES,YES,RSA,9,3,,12
B,STANDALONE,RSA,16718190,2028,MEDIUM,YES,NO,,RSA,10,1,NO,1
B,MIX,RSA,7414750,1097,HIGH,NO,YES,,RSA,9,1,NO,1
B,web,AES,5401153,1495,LOW,YES,YES,,RSA,7,3,,2
A,web,RSA,3347805,2992,MEDIUM,YES,YES,,RSA,10,3,,5
B,STANDALONE,AES,1813603,0,MEDIUM,NO,NO,YES,RSA,10,3,,1
C,web,RSA,10080730,2867,LOW,NO,NO,NO,RSA,10,3,,7
D,STANDALONE,RSA,15427164,610,MEDIUM,YES,YES,YES,RSA,7,3,NO,3
C,STANDALONE,RSA,10820866,0,MEDIUM,NO,YES,NO,RSA,9,3,NO,5
B,MIX,ECDHE,286355,715,HIGH,,YES,,RSA,10,2,NO,1
A,STANDALONE,RSA,3146622,1386,LOW,NO,YES,,RSA,10,1,,2
B,STANDALONE,ECDHE,11354293,4096,MEDIUM,YES,YES,NO,RSA,9,2,,7
C,web,RSA,11978860,184,MEDIUM,YES,YES,,RSA,10,2,,12
B,STANDALONE,DES,6714988,109,LOW,,NO,NO,RSA,10,3,NO,8
C,STANDALONE,DES,11356830,2010,MEDIUM,YES,NO,,RSA,10,3,,1
C,STANDALONE,AES,9960852,1349,LOW,,YES,,RSA,10,3,,1
C,STANDALONE,RSA,16629478,799,HIGH,NO,YES,YES,RSA,10,3,,12
D,MIX,ECDHE,8989875,882,LOW,YES,YES,YES,RSA,10,2,NO,1
B,web,DES,3107693,702,LOW,,YES,,RSA,10,1,,1
C,web,RSA,16550389,1773,LOW,,YES,,RSA,10,3,NO,1
A,STANDALONE,ECDHE,1037608,2068,LOW,,NO,,RSA,8,1,NO,1
B,web,AES,14638881,4096,HIGH,NO,YES,,RSA,7,3,NO,1
D,MIX,RSA,13307519,753,LOW,YES,NO,YES,RSA,8,3,YES,1
A,STANDALONE,RSA,4407309,1390,LOW,,YES,,RSA,10,3,,1
D,STANDALONE,RSA,759885,2728,LOW,NO,YES,,RSA,10,3,NO,12
D,STANDALONE,RSA,10014724,669,HIGH,YES,YES,,RSA,10,3,NO,5
B,MIX,AES,10538948,0,LOW,,YES,,RSA,7,3,NO,8
D,STANDALONE,DES,10597118,3033,LOW,NO,YES,,RSA,9,3,NO,7
D,MIX,DES,3348912,0,HIGH,NO,YES,NO,RSA,10,3,,2
C,MIX,ECDHE,456580,3747,MEDIUM,,NO,,RSA,7,3,YES,6
B,MIX,DES,11426727,4068,HIGH,YES,YES,,RSA,7,3,NO,2
B,STANDALONE,RSA,1566025,1350,LOW,YES,YES,,RSA,10,3,YES,1
A,MIX,AES,5145297,1949,HIGH,,NO,NO,RSA,10,1,,1
D,web,RSA,4480245,2013,LOW,,YES,NO,RSA,9,3,NO,5
A,web,AES,15185970,4096,MEDIUM,,NO,YES,RSA,9,3,,12
C,MIX,RSA,14824210,2272,HIGH,YES,YES,,RSA,10,1,,2
D,web,RSA,4935963,4096,MEDIUM,YES,YES,YES,RSA,10,3,,1
B,MIX,RSA,4801475,265,LOW,,YES,,RSA,8,3,NO,1
C,web,DES,2257942,0,LOW,,NO,NO,RSA,10,2,YES,1
B,STANDALONE,DES,14510050,2883,MEDIUM,,YES,,RSA,10,1,,1
D,MIX,ECDHE,12505547,574,HIGH,NO,NO,,RSA,7,3,,8
D,STANDALONE,AES,4393535,1729,MEDIUM,NO,YES,YES,RSA,9,3,,12
B,web,AES,4037706,3387,LOW,YES,NO,,RSA,10,2,YES,8
D,MIX,AES,15939055,0,LOW,NO,YES,,RSA,9,3,YES,12
B,STANDALONE,RSA,10773806,4096,MEDIUM,NO,NO,NO,RSA,10,3,YES,4
D,web,RSA,7029153,0,LOW,,YES,,RSA,9,1,YES,8
C,web,RSA,12914073,0,HIGH,YES,YES,YES,RSA,8,3,YES,1
A,web,AES,6285018,4096,HIGH,YES,YES,NO,RSA,10,1,,12
C,web,RSA,5471010,0,MEDIUM,YES,YES,NO,RSA,9,1,,10
D,MIX,AES,5063157,580,LOW,,YES,,RSA,10,2,YES,10
B,web,RSA,7111682,1858,HIGH,YES,NO,NO,RSA,10,1,,1
C,MIX,ECDHE,8963493,2277,HIGH,,NO,,RSA,9,1,,1
A,web,AES,4177311,1533,LOW,,YES,YES,RSA,10,1,,1
C,web,ECDHE,11371395,4096,LOW,,YES,NO,RSA,9,3,,1
D,web,ECDHE,14703639,1739,LOW,YES,NO,,RSA,10,3,,4
C,MIX,ECDHE,13503351,1263,HIGH,NO,YES,YES,RSA,10,2,YES,12
C,web,AES,7758967,2597,HIGH,NO,NO,YES,RSA,10,3,NO,1
A,web,ECDHE,12451771,1244,MEDIUM,NO,YES,,RSA,10,3,NO,12
D,web,AES,16406777,1613,LOW,NO,YES,,RSA,10,3,NO,4
B,MIX,ECDHE,11754186,641,HIGH,,YES,,RSA,10,2,,1
A,web,DES,5391032,747,HIGH,YES,YES,,RSA,10,3,,1
D,web,RSA,10396111,4096,LOW,YES,YES,,RSA,9,3,YES,1
A,web,RSA,11138800,1396,HIGH,YES,NO,,RSA,7,3,,1
C,STANDALONE,ECDHE,5757675,591,HIGH,,NO,NO,RSA,10,3,NO,1
A,MIX,ECDHE,12467307,595,LOW,,YES,YES,RSA,10,3,YES,1
D,MIX,RSA,1117542,0,MEDIUM,NO,NO,,RSA,10,3,NO,1
C,MIX,RSA,10592742,502,LOW,,YES,NO,RSA,10,2,YES,12
A,STANDALONE,AES,8615894,502,MEDIUM,NO,YES,,RSA,7,3,,7
C,MIX,DES,1099910,392,HIGH,NO,YES,,RSA,9,3,NO,12
B,web,AES,5017503,1624,LOW,YES,YES,YES,RSA,10,2,YES,3
B,web,RSA,13067915,1325,LOW,,NO,,RSA,10,3,,1
A,web,RSA,12184477,0,LOW,NO,NO,YES,RSA,10,2,,6
B,MIX,RSA,8809461,1447,HIGH,YES,YES,,RSA,10,2,,1
C,MIX,ECDHE,3195220,0,LOW,YES,YES,,RSA,10,1,,1
C,STANDALONE,ECDHE,10262075,2927,MEDIUM,NO,NO,,RSA,10,2,YES,1
C,web,RSA,12714207,0,MEDIUM,,YES,,RSA,9,2,,1
C,MIX,ECDHE,9277297,1118,MEDIUM,,YES,NO,RSA,10,3,,9
B,MIX,RSA,15981551,671,LOW,YES,NO,NO,RSA,10,3,NO,1
D,MIX,ECDHE,13716845,485,LOW,NO,YES,,RSA,10,2,NO,9
